d27e2fe2-45e2-4ae6-a3c4-e145411a6a0e,66-2,64
e0e142b6-7e80-40f7-be45-476056c5b816,66*33,2178
76937abd-844f-4d1b-a000-2ac3f78cb51a,222%11,2
